lemma,n_t_plus,n_t_minus,mean_coord_raw_t_plus,mean_coord_raw_t_minus,delta_coord_raw,mean_coord_calibrated_t_plus,mean_coord_calibrated_t_minus,delta_coord_calibrated,probe_form_token_count,probe_form_token_pieces,probe_subject,probe_subject_animacy
bekup,1,1,-11.407181739807129,-0.023386478424072266,-11.383795261383057,11.407181739807129,0.023386478424072266,11.383795261383057,2,"['Ġbek', 'up']",driver,animate
bifum,1,1,-22.09081268310547,-8.090188026428223,-14.000624656677246,22.09081268310547,8.090188026428223,14.000624656677246,2,"['Ġbif', 'um']",shirt,inanimate
bipum,1,1,-15.224197387695312,-8.94066333770752,-6.283534049987793,15.224197387695312,8.94066333770752,6.283534049987793,2,"['Ġbip', 'um']",paper,inanimate
bufen,1,1,-24.79300308227539,-9.085843086242676,-15.707159996032715,24.79300308227539,9.085843086242676,15.707159996032715,2,"['Ġbuf', 'en']",student,animate
bufum,1,1,-20.972965240478516,-10.93854808807373,-10.034417152404785,20.972965240478516,10.93854808807373,10.034417152404785,2,"['Ġbuf', 'um']",student,animate
buviv,1,1,-16.0958251953125,-8.69825267791748,-7.3975725173950195,16.0958251953125,8.69825267791748,7.3975725173950195,2,"['Ġbu', 'viv']",chef,animate
dezip,1,1,-17.62464141845703,-2.011186122894287,-15.613455295562744,17.62464141845703,2.011186122894287,15.613455295562744,2,"['Ġde', 'zip']",box,inanimate
difev,1,1,-9.500502586364746,-1.2624105215072632,-8.238092064857483,9.500502586364746,1.2624105215072632,8.238092064857483,2,"['Ġdif', 'ev']",box,inanimate
dizop,1,1,-25.971057891845703,-9.43692684173584,-16.534131050109863,25.971057891845703,9.43692684173584,16.534131050109863,2,"['Ġdiz', 'op']",student,animate
dizup,1,1,-21.875091552734375,1.2984747886657715,-23.173566341400146,21.875091552734375,-1.2984747886657715,23.173566341400146,2,"['Ġdiz', 'up']",driver,animate
dokip,1,1,-12.391271591186523,-1.4854927062988281,-10.905778884887695,12.391271591186523,1.4854927062988281,10.905778884887695,2,"['Ġdo', 'kip']",box,inanimate
draicken,1,1,-22.380449295043945,-4.916439056396484,-17.46401023864746,22.380449295043945,4.916439056396484,17.46401023864746,2,"['Ġdra', 'icken']",student,animate
draickle,1,1,-25.182598114013672,-5.040946006774902,-20.14165210723877,25.182598114013672,5.040946006774902,20.14165210723877,3,"['Ġdra', 'ick', 'le']",student,animate
draickop,1,1,-22.559158325195312,-10.123937606811523,-12.435220718383789,22.559158325195312,10.123937606811523,12.435220718383789,3,"['Ġdra', 'ick', 'op']",chef,animate
droocken,1,1,-23.65065574645996,-5.97889518737793,-17.67176055908203,23.65065574645996,5.97889518737793,17.67176055908203,3,"['Ġdro', 'ock', 'en']",box,inanimate
droockip,1,1,-14.715721130371094,-3.3351521492004395,-11.380568981170654,14.715721130371094,3.3351521492004395,11.380568981170654,3,"['Ġdro', 'ock', 'ip']",shirt,inanimate
droockle,1,1,-24.8593807220459,-2.5365183353424072,-22.32286238670349,24.8593807220459,2.5365183353424072,22.32286238670349,3,"['Ġdro', 'ock', 'le']",paper,inanimate
fazup,1,1,-17.06016731262207,-2.760244846343994,-14.299922466278076,17.06016731262207,2.760244846343994,14.299922466278076,2,"['Ġfaz', 'up']",chef,animate
fegom,1,1,-17.9489688873291,-8.648568153381348,-9.300400733947754,17.9489688873291,8.648568153381348,9.300400733947754,2,"['Ġfe', 'gom']",driver,animate
felev,1,1,-15.884828567504883,-7.911515235900879,-7.973313331604004,15.884828567504883,7.911515235900879,7.973313331604004,2,"['Ġfe', 'lev']",paper,inanimate
feviv,1,1,-13.773538589477539,-6.3922271728515625,-7.381311416625977,13.773538589477539,6.3922271728515625,7.381311416625977,2,"['Ġfe', 'viv']",shirt,inanimate
fifum,1,1,-17.490877151489258,-13.086027145385742,-4.404850006103516,17.490877151489258,13.086027145385742,4.404850006103516,2,"['Ġfif', 'um']",driver,animate
fifup,1,1,-27.875659942626953,-0.9993133544921875,-26.876346588134766,27.875659942626953,0.9993133544921875,26.876346588134766,2,"['Ġfif', 'up']",shirt,inanimate
gefle,1,1,-18.084850311279297,-7.195770740509033,-10.889079570770264,18.084850311279297,7.195770740509033,10.889079570770264,2,"['Ġgef', 'le']",paper,inanimate
givom,1,1,-18.111276626586914,-7.519628047943115,-10.591648578643799,18.111276626586914,7.519628047943115,10.591648578643799,2,"['Ġgiv', 'om']",box,inanimate
gleeshet,1,1,-11.967386245727539,4.247052192687988,-16.214438438415527,11.967386245727539,-4.247052192687988,16.214438438415527,3,"['Ġgle', 'es', 'het']",paper,inanimate
gleeshev,1,1,-15.262218475341797,-8.730633735656738,-6.531584739685059,15.262218475341797,8.730633735656738,6.531584739685059,3,"['Ġgle', 'es', 'hev']",student,animate
gleeshiv,1,1,-12.645492553710938,-10.028450012207031,-2.6170425415039062,12.645492553710938,10.028450012207031,2.6170425415039062,3,"['Ġgle', 'esh', 'iv']",paper,inanimate
gleeshle,1,1,-26.427810668945312,-5.691306114196777,-20.736504554748535,26.427810668945312,5.691306114196777,20.736504554748535,3,"['Ġgle', 'esh', 'le']",paper,inanimate
gloocket,1,1,-16.670581817626953,-3.1530237197875977,-13.517558097839355,16.670581817626953,3.1530237197875977,13.517558097839355,2,"['Ġglo', 'ocket']",student,animate
gufen,1,1,-20.018598556518555,-3.864041566848755,-16.1545569896698,20.018598556518555,3.864041566848755,16.1545569896698,2,"['Ġgu', 'fen']",shirt,inanimate
kekom,1,1,-15.651423454284668,-1.5507235527038574,-14.10069990158081,15.651423454284668,1.5507235527038574,14.10069990158081,2,"['Ġke', 'kom']",driver,animate
kloolen,1,1,-21.52309226989746,-10.092406272888184,-11.430685997009277,21.52309226989746,10.092406272888184,11.430685997009277,3,"['Ġkl', 'ool', 'en']",shirt,inanimate
kloolle,1,1,-19.467273712158203,-4.301919937133789,-15.165353775024414,19.467273712158203,4.301919937133789,15.165353775024414,3,"['Ġkl', 'ool', 'le']",shirt,inanimate
kloolup,1,1,-18.409866333007812,-1.46624755859375,-16.943618774414062,18.409866333007812,1.46624755859375,16.943618774414062,3,"['Ġkl', 'ool', 'up']",student,animate
kloozen,1,1,-26.4341983795166,-5.503115653991699,-20.931082725524902,26.4341983795166,5.503115653991699,20.931082725524902,3,"['Ġkl', 'oo', 'zen']",box,inanimate
mexiv,1,1,-16.087186813354492,-5.366783142089844,-10.720403671264648,16.087186813354492,5.366783142089844,10.720403671264648,2,"['Ġme', 'xiv']",driver,animate
mulom,1,1,-16.7012882232666,-9.590187072753906,-7.111101150512695,16.7012882232666,9.590187072753906,7.111101150512695,2,"['Ġmul', 'om']",chef,animate
navip,1,1,-10.886903762817383,-3.5637266635894775,-7.323177099227905,10.886903762817383,3.5637266635894775,7.323177099227905,2,"['Ġnav', 'ip']",box,inanimate
negiv,1,1,-14.332118034362793,-9.161988258361816,-5.170129776000977,14.332118034362793,9.161988258361816,5.170129776000977,2,"['Ġneg', 'iv']",paper,inanimate
nexev,1,1,-11.628955841064453,-4.0960917472839355,-7.532864093780518,11.628955841064453,4.0960917472839355,7.532864093780518,2,"['Ġnex', 'ev']",student,animate
nexip,1,1,-14.53268051147461,-5.748513221740723,-8.784167289733887,14.53268051147461,5.748513221740723,8.784167289733887,2,"['Ġnex', 'ip']",driver,animate
noviv,1,1,-11.812667846679688,-7.799428462982178,-4.01323938369751,11.812667846679688,7.799428462982178,4.01323938369751,2,"['Ġnov', 'iv']",paper,inanimate
nudup,1,1,-20.573528289794922,-5.436290740966797,-15.137237548828125,20.573528289794922,5.436290740966797,15.137237548828125,2,"['Ġnud', 'up']",shirt,inanimate
pefet,1,1,-17.646835327148438,-7.789121150970459,-9.857714176177979,17.646835327148438,7.789121150970459,9.857714176177979,2,"['Ġpe', 'fet']",shirt,inanimate
pleeshop,1,1,-23.088848114013672,-4.116345405578613,-18.97250270843506,23.088848114013672,4.116345405578613,18.97250270843506,3,"['Ġple', 'es', 'hop']",box,inanimate
sezip,1,1,-28.609933853149414,-11.322661399841309,-17.287272453308105,28.609933853149414,11.322661399841309,17.287272453308105,2,"['Ġse', 'zip']",student,animate
skaickle,1,1,-22.716064453125,-5.235001564025879,-17.48106288909912,22.716064453125,5.235001564025879,17.48106288909912,3,"['Ġska', 'ick', 'le']",box,inanimate
skaickop,1,1,-21.83320426940918,-13.613985061645508,-8.219219207763672,21.83320426940918,13.613985061645508,8.219219207763672,3,"['Ġska', 'ick', 'op']",student,animate
skaickum,1,1,-11.562684059143066,-8.762308120727539,-2.8003759384155273,11.562684059143066,8.762308120727539,2.8003759384155273,3,"['Ġska', 'ick', 'um']",shirt,inanimate
sugop,1,1,-23.608095169067383,-12.39522933959961,-11.212865829467773,23.608095169067383,12.39522933959961,11.212865829467773,2,"['Ġsug', 'op']",driver,animate
tekom,1,1,-12.098454475402832,-2.8942065238952637,-9.204247951507568,12.098454475402832,2.8942065238952637,9.204247951507568,2,"['Ġte', 'kom']",chef,animate
texev,1,1,-9.093345642089844,-3.888357400894165,-5.204988241195679,9.093345642089844,3.888357400894165,5.204988241195679,2,"['Ġtex', 'ev']",student,animate
texom,1,1,-9.35620403289795,-7.266514778137207,-2.089689254760742,9.35620403289795,7.266514778137207,2.089689254760742,2,"['Ġtex', 'om']",paper,inanimate
tobiv,1,1,-9.211283683776855,-6.888644218444824,-2.3226394653320312,9.211283683776855,6.888644218444824,2.3226394653320312,2,"['Ġtob', 'iv']",paper,inanimate
tozip,1,1,-14.321061134338379,1.7913081645965576,-16.112369298934937,14.321061134338379,-1.7913081645965576,16.112369298934937,2,"['Ġto', 'zip']",shirt,inanimate
vedev,1,1,-10.69643783569336,-3.5039520263671875,-7.192485809326172,10.69643783569336,3.5039520263671875,7.192485809326172,2,"['Ġved', 'ev']",driver,animate
vedup,1,1,-20.76739501953125,-1.6231977939605713,-19.14419722557068,20.76739501953125,1.6231977939605713,19.14419722557068,2,"['Ġved', 'up']",student,animate
vefet,1,1,-23.4711971282959,-13.308048248291016,-10.163148880004883,23.4711971282959,13.308048248291016,10.163148880004883,2,"['Ġve', 'fet']",driver,animate
veket,1,1,-14.715936660766602,-3.828709840774536,-10.887226819992065,14.715936660766602,3.828709840774536,10.887226819992065,2,"['Ġve', 'ket']",box,inanimate
vezev,1,1,-8.450068473815918,-3.6007955074310303,-4.849272966384888,8.450068473815918,3.6007955074310303,4.849272966384888,2,"['Ġvez', 'ev']",student,animate
vezop,1,1,-24.719356536865234,-11.601414680480957,-13.117941856384277,24.719356536865234,11.601414680480957,13.117941856384277,2,"['Ġvez', 'op']",chef,animate
vidiv,1,1,-11.2675199508667,-7.725369930267334,-3.5421500205993652,11.2675199508667,7.725369930267334,3.5421500205993652,2,"['Ġvid', 'iv']",shirt,inanimate
viget,1,1,-23.9345703125,-1.4039710760116577,-22.530599236488342,23.9345703125,1.4039710760116577,22.530599236488342,2,"['Ġvig', 'et']",shirt,inanimate
vilom,1,1,-18.916461944580078,-9.762405395507812,-9.154056549072266,18.916461944580078,9.762405395507812,9.154056549072266,2,"['Ġvil', 'om']",student,animate
vizop,1,1,-16.711170196533203,-9.009116172790527,-7.702054023742676,16.711170196533203,9.009116172790527,7.702054023742676,2,"['Ġviz', 'op']",box,inanimate
vomom,1,1,-19.181522369384766,-5.161797523498535,-14.01972484588623,19.181522369384766,5.161797523498535,14.01972484588623,2,"['Ġvom', 'om']",student,animate
vomum,1,1,-26.618120193481445,-8.913952827453613,-17.704167366027832,26.618120193481445,8.913952827453613,17.704167366027832,2,"['Ġvom', 'um']",driver,animate
vonen,1,1,-22.65456771850586,-10.204801559448242,-12.449766159057617,22.65456771850586,10.204801559448242,12.449766159057617,2,"['Ġvon', 'en']",student,animate
vonop,1,1,-23.399372100830078,-9.666231155395508,-13.73314094543457,23.399372100830078,9.666231155395508,13.73314094543457,2,"['Ġvon', 'op']",shirt,inanimate
voocket,1,1,-23.450822830200195,-4.580425262451172,-18.870397567749023,23.450822830200195,4.580425262451172,18.870397567749023,2,"['Ġvo', 'ocket']",chef,animate
voockip,1,1,-15.884542465209961,-3.9395253658294678,-11.945017099380493,15.884542465209961,3.9395253658294678,11.945017099380493,3,"['Ġvo', 'ock', 'ip']",driver,animate
voockle,1,1,-20.82527732849121,5.175209045410156,-26.000486373901367,20.82527732849121,-5.175209045410156,26.000486373901367,3,"['Ġvo', 'ock', 'le']",paper,inanimate
voockum,1,1,-17.06452178955078,-10.463528633117676,-6.6009931564331055,17.06452178955078,10.463528633117676,6.6009931564331055,3,"['Ġvo', 'ock', 'um']",chef,animate
votup,1,1,-23.54024314880371,-5.911391735076904,-17.628851413726807,23.54024314880371,5.911391735076904,17.628851413726807,2,"['Ġvot', 'up']",chef,animate
voxev,1,1,-10.052562713623047,-2.3913373947143555,-7.661225318908691,10.052562713623047,2.3913373947143555,7.661225318908691,2,"['Ġvox', 'ev']",student,animate
zeble,1,1,-22.590679168701172,-1.6255385875701904,-20.96514058113098,22.590679168701172,1.6255385875701904,20.96514058113098,2,"['Ġze', 'ble']",driver,animate
zezet,1,1,-18.69969940185547,-8.244510650634766,-10.455188751220703,18.69969940185547,8.244510650634766,10.455188751220703,2,"['Ġze', 'zet']",box,inanimate
zumum,1,1,-15.65880012512207,-7.279494285583496,-8.379305839538574,15.65880012512207,7.279494285583496,8.379305839538574,2,"['Ġzum', 'um']",student,animate
zuven,1,1,-12.286284446716309,2.6244845390319824,-14.910768985748291,12.286284446716309,-2.6244845390319824,14.910768985748291,2,"['Ġzu', 'ven']",shirt,inanimate
